거래ID,거래일시,고객ID,고객연령,고객성별,고객지역,제품코드,제품명,카테고리,수량,단가,총금액,결제방법,할인율,마케팅채널,판매사원ID
TXN000179,2025-05-03 15:44:19,CUST0713,49,여성,안양,PRD001,화장품 세트,뷰티,2,100000,200000,신용카드,0,쿠팡,EMP034
TXN000180,2025-05-20 16:06:30,CUST1978,57,남성,광주,PRD006,블루투스 스피커,전자제품,1,150000,142500,할부,5,블로그,EMP025
TXN000181,2025-05-26 21:03:39,CUST1932,31,여성,하남,PRD006,블루투스 스피커,전자제품,1,150000,150000,할부,0,인플루언서,EMP010
TXN000182,2025-03-10 20:46:13,CUST4224,60,남성,안양,PRD001,화장품 세트,뷰티,1,100000,100000,신용카드,0,블로그,EMP008
TXN000183,2025-05-30 13:47:43,CUST1599,31,남성,인천,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,595000,신용카드,15,페이스북,EMP016
TXN000184,2025-05-17 18:56:12,CUST2149,39,여성,구리,PRD010,책상 IKEA,가구,1,300000,270000,할부,10,지인추천,EMP019
TXN000185,2025-05-11 15:58:33,CUST4760,55,남성,인천,PRD007,커피머신 Nespresso,가전제품,1,300000,300000,카드,0,구글광고,EMP032
TXN000186,2025-05-02 18:34:14,CUST1789,50,남성,김포,PRD005,요가매트,스포츠용품,3,50000,150000,신용카드,0,카페추천,EMP045
TXN000187,2025-03-30 12:57:57,CUST2414,21,여성,안산,PRD009,프로틴 파우더,건강식품,1,100000,95000,할부,5,쿠팡,EMP025
TXN000188,2025-05-07 19:42:57,CUST2707,21,남성,안산,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,560000,카드,20,네이버쇼핑,EMP015
TXN000189,2025-03-28 15:11:08,CUST3921,28,남성,안양,PRD003,운동화 Nike Air Max,의류/신발,4,100000,320000,현금,20,인스타그램,EMP025
TXN000190,2025-06-11 12:29:24,CUST1935,47,여성,평택,PRD006,블루투스 스피커,전자제품,1,150000,112500,카드,25,크로스핏,EMP046
TXN000191,2025-01-27 14:40:45,CUST4563,39,여성,부천,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,카드,0,인플루언서,EMP013
TXN000192,2025-03-19 16:20:18,CUST4198,22,남성,김포,PRD006,블루투스 스피커,전자제품,1,150000,127500,현금,15,유튜브,EMP043
TXN000193,2025-06-02 16:46:38,CUST3354,29,여성,의정부,PRD001,화장품 세트,뷰티,1,100000,100000,신용카드,0,지인추천,EMP024
TXN000194,2025-04-30 21:08:35,CUST4436,48,여성,대전,PRD010,책상 IKEA,가구,1,300000,300000,할부,0,학교할인,EMP041
TXN000195,2025-06-11 10:28:37,CUST2499,40,남성,울산,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,595000,카드,15,페이스북,EMP007
TXN000196,2025-04-04 16:19:03,CUST4015,51,여성,평택,PRD002,무선이어폰 AirPods,전자제품,2,200000,400000,카드,0,구글광고,EMP022
TXN000197,2025-02-27 11:10:51,CUST2999,65,여성,부천,PRD001,화장품 세트,뷰티,1,100000,100000,카드,0,학교할인,EMP037
TXN000198,2025-06-03 15:38:24,CUST3600,31,여성,울산,PRD009,프로틴 파우더,건강식품,1,100000,95000,신용카드,5,인스타그램,EMP033
TXN000199,2025-05-09 14:32:26,CUST4819,35,여성,부천,PRD006,블루투스 스피커,전자제품,1,150000,150000,카드,0,인플루언서,EMP028
TXN000200,2025-04-17 14:49:35,CUST3294,48,남성,부천,PRD006,블루투스 스피커,전자제품,1,150000,135000,현금,10,인스타그램,EMP029
TXN000201,2025-02-21 17:39:21,CUST2079,57,남성,울산,PRD008,노트북 MacBook Air,전자제품,4,2100000,6720000,신용카드,20,네이버블로그,EMP032
TXN000202,2025-04-04 12:49:06,CUST1434,48,남성,안양,PRD003,운동화 Nike Air Max,의류/신발,3,100000,285000,할부,5,구글광고,EMP006
TXN000203,2025-05-28 10:30:40,CUST2701,40,남성,대전,PRD006,블루투스 스피커,전자제품,1,150000,150000,할부,0,매장방문,EMP019
TXN000204,2025-02-12 15:54:16,CUST1331,60,여성,대전,PRD009,프로틴 파우더,건강식품,5,100000,450000,신용카드,10,온라인몰,EMP043
TXN000205,2025-03-03 09:17:08,CUST4318,25,남성,대전,PRD001,화장품 세트,뷰티,1,100000,70000,할부,30,구글광고,EMP040
TXN000206,2025-05-05 09:16:51,CUST3723,43,남성,안산,PRD006,블루투스 스피커,전자제품,2,150000,300000,현금,0,네이버블로그,EMP010
TXN000207,2025-04-22 18:56:34,CUST0160,48,여성,구리,PRD006,블루투스 스피커,전자제품,1,150000,142500,현금,5,네이버블로그,EMP033
TXN000208,2025-03-11 16:23:22,CUST4599,51,여성,대전,PRD004,스마트폰 Galaxy S24,전자제품,5,700000,3500000,카드,0,온라인광고,EMP010
TXN000209,2025-01-21 12:07:42,CUST0630,64,여성,대구,PRD002,무선이어폰 AirPods,전자제품,1,200000,170000,신용카드,15,매장방문,EMP006
TXN000210,2025-04-25 20:54:12,CUST3517,36,여성,용인,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,카드,5,학교할인,EMP032
TXN000211,2025-02-22 11:08:23,CUST4080,42,여성,용인,PRD001,화장품 세트,뷰티,3,100000,255000,현금,15,페이스북,EMP016
TXN000212,2025-06-17 17:38:32,CUST3110,43,여성,대구,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,665000,현금,5,유튜브,EMP026
TXN000213,2025-05-08 09:18:21,CUST4475,35,여성,의정부,PRD008,노트북 MacBook Air,전자제품,4,2100000,6720000,현금,20,인플루언서,EMP003
TXN000214,2025-06-09 20:26:44,CUST2875,52,남성,하남,PRD001,화장품 세트,뷰티,4,100000,400000,카드,0,구글광고,EMP035
TXN000215,2025-04-19 10:36:36,CUST4054,38,남성,용인,PRD007,커피머신 Nespresso,가전제품,1,300000,285000,신용카드,5,매장방문,EMP012
TXN000216,2025-04-05 18:16:23,CUST4507,52,남성,용인,PRD004,스마트폰 Galaxy S24,전자제품,3,700000,2100000,할부,0,구글광고,EMP011
TXN000217,2025-03-08 11:44:31,CUST0551,28,여성,인천,PRD003,운동화 Nike Air Max,의류/신발,2,100000,200000,신용카드,0,카페추천,EMP036
TXN000218,2025-03-20 14:15:05,CUST2857,46,여성,성남,PRD009,프로틴 파우더,건강식품,1,100000,75000,신용카드,25,헬스장추천,EMP023
TXN000219,2025-06-08 21:36:07,CUST1698,59,여성,고양,PRD007,커피머신 Nespresso,가전제품,5,300000,1275000,현금,15,쿠팡,EMP022
TXN000220,2025-06-01 09:31:33,CUST2172,32,여성,대구,PRD005,요가매트,스포츠용품,3,50000,150000,신용카드,0,카카오톡,EMP038
TXN000221,2025-04-22 16:54:48,CUST1111,58,남성,수원,PRD006,블루투스 스피커,전자제품,2,150000,300000,현금,0,헬스장추천,EMP018
TXN000222,2025-05-06 19:57:17,CUST1248,48,남성,부천,PRD006,블루투스 스피커,전자제품,1,150000,150000,신용카드,0,인스타그램,EMP043
TXN000223,2025-05-28 11:17:45,CUST0935,59,남성,김포,PRD009,프로틴 파우더,건강식품,1,100000,90000,할부,10,카페추천,EMP012
TXN000224,2025-03-26 17:22:40,CUST2639,61,남성,의정부,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,신용카드,5,매장방문,EMP009
TXN000225,2025-05-14 11:49:41,CUST2439,50,남성,시흥,PRD002,무선이어폰 AirPods,전자제품,3,200000,600000,할부,0,네이버블로그,EMP043
TXN000226,2025-02-27 18:32:42,CUST1019,53,남성,김포,PRD005,요가매트,스포츠용품,1,50000,42500,신용카드,15,쿠팡,EMP019
TXN000227,2025-05-11 09:28:14,CUST0322,65,여성,의정부,PRD009,프로틴 파우더,건강식품,3,100000,270000,신용카드,10,카카오톡,EMP024
TXN000228,2025-04-25 11:05:24,CUST2539,40,여성,안산,PRD003,운동화 Nike Air Max,의류/신발,3,100000,285000,신용카드,5,네이버블로그,EMP029
TXN000229,2025-05-21 11:47:26,CUST3300,31,남성,고양,PRD006,블루투스 스피커,전자제품,5,150000,750000,신용카드,0,네이버블로그,EMP036
TXN000230,2025-05-25 17:07:58,CUST4817,49,남성,인천,PRD006,블루투스 스피커,전자제품,5,150000,712500,신용카드,5,크로스핏,EMP040
TXN000231,2025-05-18 11:38:52,CUST2902,22,여성,대전,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,489999,신용카드,30,매장방문,EMP023
TXN000232,2025-03-16 20:15:14,CUST2730,41,남성,고양,PRD007,커피머신 Nespresso,가전제품,4,300000,1200000,할부,0,매장방문,EMP001
TXN000233,2025-05-02 18:38:21,CUST1072,40,여성,김포,PRD005,요가매트,스포츠용품,3,50000,142500,신용카드,5,매장방문,EMP046
TXN000234,2025-05-11 12:58:56,CUST0301,30,여성,의정부,PRD005,요가매트,스포츠용품,1,50000,47500,할부,5,지인추천,EMP002
TXN000235,2025-05-06 18:30:15,CUST0468,41,여성,고양,PRD009,프로틴 파우더,건강식품,1,100000,90000,할부,10,유튜브,EMP014
TXN000236,2025-05-06 20:00:59,CUST0719,35,남성,부산,PRD009,프로틴 파우더,건강식품,1,100000,85000,현금,15,네이버블로그,EMP007
TXN000237,2025-03-31 14:23:28,CUST4983,20,남성,인천,PRD008,노트북 MacBook Air,전자제품,1,2100000,1785000,신용카드,15,카페추천,EMP034
TXN000238,2025-03-12 21:03:46,CUST3486,54,여성,부산,PRD001,화장품 세트,뷰티,1,100000,85000,카드,15,인스타그램,EMP016
TXN000239,2025-03-29 17:49:45,CUST0427,30,남성,광주,PRD004,스마트폰 Galaxy S24,전자제품,3,700000,1995000,신용카드,5,크로스핏,EMP036
TXN000240,2025-04-12 15:49:15,CUST1429,37,여성,하남,PRD006,블루투스 스피커,전자제품,1,150000,142500,카드,5,인스타그램,EMP007
TXN000241,2025-04-30 10:30:51,CUST3132,59,여성,서울,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,현금,0,인스타그램,EMP036
TXN000242,2025-05-14 18:09:42,CUST0646,58,여성,부천,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,현금,0,학교할인,EMP034
TXN000243,2025-05-25 11:21:53,CUST0942,64,남성,인천,PRD003,운동화 Nike Air Max,의류/신발,1,100000,80000,현금,20,인스타그램,EMP048
TXN000244,2025-02-19 16:25:47,CUST3208,50,남성,평택,PRD003,운동화 Nike Air Max,의류/신발,2,100000,200000,할부,0,카페추천,EMP045
TXN000245,2025-05-29 10:37:31,CUST1953,64,여성,인천,PRD003,운동화 Nike Air Max,의류/신발,1,100000,85000,할부,15,인플루언서,EMP045
TXN000246,2025-04-17 15:54:30,CUST4680,22,남성,광주,PRD006,블루투스 스피커,전자제품,1,150000,150000,할부,0,온라인몰,EMP042
TXN000247,2025-04-16 11:43:03,CUST4830,52,여성,고양,PRD002,무선이어폰 AirPods,전자제품,1,200000,190000,현금,5,크로스핏,EMP026
TXN000248,2025-05-27 21:42:38,CUST3172,55,남성,시흥,PRD003,운동화 Nike Air Max,의류/신발,1,100000,70000,신용카드,30,네이버블로그,EMP037
TXN000249,2025-05-07 15:44:28,CUST1554,47,여성,광주,PRD003,운동화 Nike Air Max,의류/신발,1,100000,100000,신용카드,0,크로스핏,EMP022
TXN000250,2025-03-22 17:39:32,CUST0855,35,남성,김포,PRD003,운동화 Nike Air Max,의류/신발,1,100000,95000,신용카드,5,인스타그램,EMP022
TXN000251,2025-02-01 21:01:05,CUST1982,55,여성,광주,PRD007,커피머신 Nespresso,가전제품,3,300000,675000,신용카드,25,온라인광고,EMP034
TXN000252,2025-04-11 20:11:05,CUST4569,25,남성,부천,PRD001,화장품 세트,뷰티,1,100000,100000,현금,0,지인추천,EMP046
TXN000253,2025-02-09 19:34:02,CUST2208,43,여성,대구,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,신용카드,0,카카오톡,EMP005
TXN000254,2025-02-12 10:41:10,CUST3586,48,남성,의정부,PRD003,운동화 Nike Air Max,의류/신발,3,100000,255000,할부,15,크로스핏,EMP034
TXN000255,2025-04-22 12:40:21,CUST2270,25,여성,대전,PRD001,화장품 세트,뷰티,1,100000,100000,할부,0,구글광고,EMP046
TXN000256,2025-05-10 18:49:34,CUST2089,49,남성,수원,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,현금,0,네이버블로그,EMP025
TXN000257,2025-04-21 13:45:35,CUST3930,26,여성,대구,PRD003,운동화 Nike Air Max,의류/신발,2,100000,200000,카드,0,구글광고,EMP011
TXN000258,2025-06-21 14:17:32,CUST1090,63,여성,구리,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,현금,0,온라인광고,EMP010
TXN000259,2025-05-09 09:53:38,CUST4128,36,남성,인천,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,665000,현금,5,카카오톡,EMP041
TXN000260,2025-04-14 15:32:59,CUST3307,42,여성,시흥,PRD004,스마트폰 Galaxy S24,전자제품,3,700000,1890000,할부,10,온라인몰,EMP040
TXN000261,2025-03-04 11:59:36,CUST2468,21,남성,성남,PRD001,화장품 세트,뷰티,2,100000,190000,카드,5,카카오톡,EMP004
TXN000262,2025-01-27 19:20:25,CUST2910,44,여성,구리,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,할부,0,카페추천,EMP024
TXN000263,2025-01-31 14:10:07,CUST1997,53,여성,울산,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,595000,신용카드,15,카카오톡,EMP032
TXN000264,2025-04-19 17:08:06,CUST0736,40,여성,시흥,PRD010,책상 IKEA,가구,1,300000,300000,카드,0,지인추천,EMP030
TXN000265,2025-04-12 18:17:28,CUST1923,40,여성,평택,PRD001,화장품 세트,뷰티,3,100000,300000,할부,0,구글광고,EMP043
TXN000266,2025-06-03 16:44:48,CUST0411,38,남성,부산,PRD009,프로틴 파우더,건강식품,1,100000,100000,신용카드,0,크로스핏,EMP029
TXN000267,2025-03-06 11:09:18,CUST3360,18,남성,안산,PRD001,화장품 세트,뷰티,1,100000,95000,신용카드,5,카카오톡,EMP020
TXN000268,2025-01-06 19:43:54,CUST3201,27,여성,서울,PRD001,화장품 세트,뷰티,1,100000,90000,신용카드,10,페이스북,EMP037
TXN000269,2025-02-15 14:44:18,CUST1395,62,여성,구리,PRD001,화장품 세트,뷰티,1,100000,95000,현금,5,유튜브,EMP017
TXN000270,2025-02-28 21:47:42,CUST0447,53,여성,시흥,PRD001,화장품 세트,뷰티,3,100000,270000,신용카드,10,쿠팡,EMP011
TXN000271,2025-02-12 14:25:46,CUST0795,48,여성,대구,PRD001,화장품 세트,뷰티,2,100000,200000,현금,0,TV광고,EMP030
TXN000272,2025-05-31 20:35:09,CUST1088,63,여성,서울,PRD009,프로틴 파우더,건강식품,1,100000,100000,할부,0,유튜브,EMP025
TXN000273,2025-03-23 16:14:09,CUST2889,20,여성,평택,PRD008,노트북 MacBook Air,전자제품,1,2100000,1995000,현금,5,구글광고,EMP028
TXN000274,2025-05-26 20:28:00,CUST0634,50,여성,김포,PRD005,요가매트,스포츠용품,1,50000,47500,신용카드,5,크로스핏,EMP017
TXN000275,2025-05-27 16:12:37,CUST4462,18,여성,하남,PRD001,화장품 세트,뷰티,3,100000,285000,할부,5,유튜브,EMP010
TXN000276,2025-01-30 10:52:46,CUST2023,58,남성,대전,PRD003,운동화 Nike Air Max,의류/신발,1,100000,75000,할부,25,구글광고,EMP026
TXN000277,2025-03-15 20:22:53,CUST4383,48,남성,평택,PRD003,운동화 Nike Air Max,의류/신발,3,100000,285000,할부,5,네이버쇼핑,EMP002
TXN000278,2025-04-19 14:03:56,CUST1380,50,남성,하남,PRD001,화장품 세트,뷰티,1,100000,100000,할부,0,학교할인,EMP048
TXN000279,2025-05-22 12:42:43,CUST2435,54,남성,부천,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,할부,0,헬스장추천,EMP003
TXN000280,2025-04-14 12:08:25,CUST3044,32,여성,용인,PRD001,화장품 세트,뷰티,1,100000,90000,할부,10,유튜브,EMP028
TXN000281,2025-01-22 15:08:39,CUST1725,61,여성,평택,PRD002,무선이어폰 AirPods,전자제품,1,200000,200000,카드,0,온라인광고,EMP018
TXN000282,2025-03-29 17:59:33,CUST3575,56,남성,부산,PRD002,무선이어폰 AirPods,전자제품,1,200000,160000,현금,20,TV광고,EMP002
TXN000283,2025-02-13 11:02:38,CUST4101,55,남성,고양,PRD005,요가매트,스포츠용품,2,50000,90000,카드,10,구글광고,EMP019
TXN000284,2025-05-22 13:11:57,CUST0288,41,여성,서울,PRD001,화장품 세트,뷰티,3,100000,300000,할부,0,블로그,EMP004
TXN000285,2025-06-24 10:12:05,CUST4852,39,여성,부천,PRD003,운동화 Nike Air Max,의류/신발,1,100000,85000,할부,15,온라인몰,EMP041
TXN000286,2025-04-09 14:37:05,CUST0040,31,여성,울산,PRD008,노트북 MacBook Air,전자제품,1,2100000,2100000,카드,0,구글광고,EMP036
TXN000287,2025-04-12 09:50:17,CUST1089,28,남성,하남,PRD009,프로틴 파우더,건강식품,1,100000,85000,현금,15,지인추천,EMP013
TXN000288,2025-04-30 18:09:43,CUST3862,61,여성,대전,PRD002,무선이어폰 AirPods,전자제품,1,200000,170000,신용카드,15,지인추천,EMP012
TXN000289,2025-05-17 12:23:48,CUST3899,65,여성,시흥,PRD005,요가매트,스포츠용품,1,50000,50000,신용카드,0,인플루언서,EMP007
TXN000290,2025-04-09 13:20:48,CUST0203,65,남성,하남,PRD009,프로틴 파우더,건강식품,4,100000,360000,신용카드,10,구글광고,EMP045
TXN000291,2025-03-27 17:43:12,CUST2604,18,여성,서울,PRD010,책상 IKEA,가구,1,300000,285000,카드,5,학교할인,EMP012
TXN000292,2025-04-19 18:55:34,CUST2547,64,남성,평택,PRD004,스마트폰 Galaxy S24,전자제품,2,700000,1330000,할부,5,매장방문,EMP006
TXN000293,2025-06-03 14:33:34,CUST1755,53,남성,부천,PRD008,노트북 MacBook Air,전자제품,1,2100000,2100000,할부,0,쿠팡,EMP001
TXN000294,2025-05-11 18:50:26,CUST1564,61,남성,서울,PRD005,요가매트,스포츠용품,1,50000,50000,할부,0,쿠팡,EMP022
TXN000295,2025-06-01 18:17:56,CUST0570,43,여성,평택,PRD009,프로틴 파우더,건강식품,1,100000,100000,카드,0,학교할인,EMP049
TXN000296,2025-04-11 12:01:07,CUST1699,40,남성,안산,PRD009,프로틴 파우더,건강식품,2,100000,190000,현금,5,네이버쇼핑,EMP027
TXN000297,2025-02-22 16:30:34,CUST4680,35,여성,김포,PRD002,무선이어폰 AirPods,전자제품,4,200000,720000,카드,10,네이버쇼핑,EMP045
TXN000298,2025-04-04 14:54:38,CUST1851,61,여성,대전,PRD004,스마트폰 Galaxy S24,전자제품,4,700000,2660000,현금,5,쿠팡,EMP029
TXN000299,2025-01-27 09:04:19,CUST3590,62,여성,구리,PRD001,화장품 세트,뷰티,2,100000,200000,현금,0,매장방문,EMP013
TXN000300,2025-02-08 09:15:16,CUST3158,40,남성,인천,PRD009,프로틴 파우더,건강식품,2,100000,190000,할부,5,매장방문,EMP049
TXN000301,2025-02-08 17:50:24,CUST2204,41,남성,의정부,PRD002,무선이어폰 AirPods,전자제품,1,200000,150000,할부,25,TV광고,EMP045
TXN000302,2025-02-21 21:53:02,CUST1153,32,여성,광주,PRD005,요가매트,스포츠용품,1,50000,45000,현금,10,블로그,EMP006
TXN000303,2025-04-22 15:48:35,CUST3176,23,여성,인천,PRD003,운동화 Nike Air Max,의류/신발,2,100000,200000,할부,0,카카오톡,EMP024
TXN000304,2025-04-20 11:54:50,CUST3170,24,여성,평택,PRD005,요가매트,스포츠용품,2,50000,90000,카드,10,크로스핏,EMP049
TXN000305,2025-04-21 19:52:56,CUST2847,38,여성,평택,PRD004,스마트폰 Galaxy S24,전자제품,1,700000,700000,카드,0,TV광고,EMP011
TXN000306,2025-04-05 16:50:34,CUST3891,43,남성,안양,PRD002,무선이어폰 AirPods,전자제품,1,200000,160000,신용카드,20,블로그,EMP013
TXN000307,2025-03-16 15:28:08,CUST3668,51,여성,안산,PRD001,화장품 세트,뷰티,3,100000,240000,카드,20,온라인광고,EMP048
TXN000308,2025-04-23 19:40:18,CUST0957,22,남성,수원,PRD009,프로틴 파우더,건강식품,1,100000,100000,할부,0,카페추천,EMP044
TXN000309,2025-06-11 14:17:35,CUST3844,42,여성,수원,PRD003,운동화 Nike Air Max,의류/신발,2,100000,180000,할부,10,온라인광고,EMP023
TXN000310,2025-03-27 18:58:59,CUST1175,60,여성,서울,PRD004,스마트폰 Galaxy S24,전자제품,2,700000,1330000,신용카드,5,학교할인,EMP043
TXN000311,2025-05-10 09:12:43,CUST1688,39,남성,평택,PRD001,화장품 세트,뷰티,1,100000,85000,현금,15,온라인몰,EMP004
TXN000312,2025-05-20 18:44:04,CUST3941,41,여성,안양,PRD001,화장품 세트,뷰티,3,100000,300000,신용카드,0,지인추천,EMP002
